Post title,Post link,Created date,Impressions,Views,Clicks,Click through rate (CTR),Likes,Comments,Reposts,Engagement rate
"Transformation of Wave Energy Converters (WECs) - point absorber morphing into inverted pendulum
#transformation #waveenergy #wavepower
https://lnkd.in/gqt_7Jq4",https://www.linkedin.com/feed/update/urn:li:activity:6987860993473204225,10/17/2022,47,,2,0.04255319014,3,0,0,0.08510638028
"Coastal Vesselless Cargo - positioning water shaping equipment on the shoreline
#coastal #shoreline #vesselless #cargo 
https://lnkd.in/g9dXnh_A",https://www.linkedin.com/feed/update/urn:li:activity:6987489958462722048,10/16/2022,43,,2,0.04651162773,3,0,0,0.09302325547
"How holofan wave tank works
#holofan #hologram #waves #wavetank",https://www.linkedin.com/feed/update/urn:li:activity:6987320112613642240,10/16/2022,116,10,3,0.0258620698,6,0,1,0.07758620381
"Canals for Vesselless Cargo designed using SketchUp
#canal #vesselless #cargo #sketchup 
https://lnkd.in/ghsdGGXi",https://www.linkedin.com/feed/update/urn:li:activity:6987116640492535808,10/15/2022,35,,2,0.05714285746,3,0,0,0.1142857149
"Blender vs physical prototype - comparing wave power attenuators
#blender #prototype #attenuator #wavepower #waveenergy 
https://lnkd.in/gnw88GVr",https://www.linkedin.com/feed/update/urn:li:activity:6986740042010419200,10/14/2022,59,,2,0.03389830515,5,0,0,0.1016949117
"Blender design of wave power attenuator for a bathtub
#blender3d #wavepower #waveenergy #attenuator #bathtub 
https://lnkd.in/gMMbDWwT",https://www.linkedin.com/feed/update/urn:li:activity:6986437732252229632,10/13/2022,35,,0,0,3,0,0,0.05714285746
"Using water movement in your bathroom to generate renewable electricity
#bathroom #wavepower #waveenergy 
https://lnkd.in/gQhbVBNV",https://www.linkedin.com/feed/update/urn:li:activity:6986094945338085376,10/12/2022,37,,1,0.02702702768,4,0,1,0.1351351291
"An Oscillating Water Column (OWC) is a type of Wave Energy Converter (WEC). This video shows an OWC designed using SolidWorks.
#solidworks #wavepower #waveenergy #oscillating
https://lnkd.in/gx5rxEM6",https://www.linkedin.com/feed/update/urn:li:activity:6985705582657761280,10/11/2022,44,,0,0,5,0,0,0.09090909362
"Water shaping equipment positioned using SketchUp for Vesselless Cargo
#sketchup #watershaping #vesselless #cargo 
https://lnkd.in/ghCRrFtA",https://www.linkedin.com/feed/update/urn:li:activity:6985339545739309056,10/10/2022,30,,2,0.06666667014,4,0,0,0.1666666716
"SketchUp design of Vesselless Cargo with propeller array
#sketchup #vesselless #cargo #propeller 
https://lnkd.in/gQsjpWDh",https://www.linkedin.com/feed/update/urn:li:activity:6984987258525278208,10/09/2022,36,,1,0.02777777798,3,0,0,0.08333333582
"ANSYS wave simulation
#ansys #waves #simulation 
https://lnkd.in/gFgt5KWr",https://www.linkedin.com/feed/update/urn:li:activity:6984649995320799233,10/08/2022,43,,3,0.06976744533,4,0,0,0.1395348907
"A Point Absorber is a type of Wave Energy Converter (WEC). This video shows one designed using SolidWorks.
#solidworks #pointabsorber #wavepower #waveenergy 
https://lnkd.in/g39sKnB7",https://www.linkedin.com/feed/update/urn:li:activity:6984253754996920320,10/07/2022,53,,4,0.07547169924,4,0,0,0.1320754737
"Vesselless Cargo uses water shaping equipment for logistics
#vesselless #cargo #watershaping #logistics 
https://lnkd.in/egU47iek",https://www.linkedin.com/feed/update/urn:li:activity:6983864353926053889,10/06/2022,47,,1,0.02127659507,5,0,0,0.1063829809
"SolidWorks design for Vesselless Cargo
#solidworks #vesselless #cargo 
https://lnkd.in/gP95aXcP",https://www.linkedin.com/feed/update/urn:li:activity:6983515822455480320,10/05/2022,36,,0,0,3,0,0,0.05555555597
"Untapped energy in your home
#renewableenergy #homemade #waveenergy #wavepower #bathroom #laundry 
https://lnkd.in/gppd7n3K",https://www.linkedin.com/feed/update/urn:li:activity:6983175535673696256,10/04/2022,57,,3,0.05263157934,3,0,0,0.0877192989
"Your bathroom is energy rich.
Wave Energy Converters (WECs) can be adapted for bathtubs, basins and toilet cisterns.
#energyrich #waveenergy #wavepower #renewableenergy #toilet #bathtub #basin #bathroom 
https://lnkd.in/gM4XneaT",https://www.linkedin.com/feed/update/urn:li:activity:6982789361599741952,10/03/2022,60,,4,0.06666667014,4,0,0,0.1166666672
"How you can generate electricity in a laundry tub
#renewableenergy #wavepower #waveenergy #laundry 
https://lnkd.in/gMcQVWUS",https://www.linkedin.com/feed/update/urn:li:activity:6982449401172553728,10/02/2022,74,,2,0.02702702768,4,0,1,0.08108107746
"Vesselless Cargo
Logistics using water shaping technologies.
#vesselless #cargo #logistics #watershaping",https://www.linkedin.com/feed/update/urn:li:activity:6982240360395665408,10/02/2022,144,8,4,0.02777777798,8,0,1,0.08333333582
"The power of washing your hands ........... bathroom basin wave energy
#renewableenergy #waveenergy #wavepower #bathroom #basin 
https://lnkd.in/gB3XRC_9",https://www.linkedin.com/feed/update/urn:li:activity:6982063104977223680,10/01/2022,82,,5,0.06097561121,5,0,0,0.1097560972
"Fish tanks with Oscillating Water Columns (OWCs) for generating electricity via wave power.
#fishtank #oscillating #wavepower #waveenergy #renewableenergy 
https://lnkd.in/g_6xgGJD",https://www.linkedin.com/feed/update/urn:li:activity:6981723636244123648,09/30/2022,85,,2,0.02352941222,4,0,0,0.05882352963
"Wave power goes to the toilet
#wavepower #waveenergy #renewableenergy #toilet 
https://lnkd.in/gNSBA7_r",https://www.linkedin.com/feed/update/urn:li:activity:6981351187333726208,09/29/2022,81,,3,0.03703703731,4,0,1,0.08641975373
"Vesselless Cargo island to port
#vesselless #cargo 
https://lnkd.in/gHHfsnwc",https://www.linkedin.com/feed/update/urn:li:activity:6980991802669486081,09/28/2022,54,,2,0.03703703731,5,0,0,0.1111111119
"Its bath time for wave energy
#bathtime #bathtub #wavepower #waveenergy #renewableenergy 
https://lnkd.in/g4_sw4Pq",https://www.linkedin.com/feed/update/urn:li:activity:6980578846987227136,09/27/2022,55,,1,0.01818181761,3,0,1,0.07272727042
"Oscillating Water Column (OWC) for generating electricity in a bathroom basin
#oscillating #wavepower #waveenergy #renewableenergy #bathroom #basin 
https://lnkd.in/g_KiPD92
",https://www.linkedin.com/feed/update/urn:li:activity:6980250080394039296,09/26/2022,76,,4,0.05263157934,4,0,0,0.09210526198
"Wave Energy Converters in the laundry tub, toilet cistern, bathroom basin, fish tank and bathtub. This video demonstrated how wave power can be generated in multiple locations throughout the home. Multimeters record electricity produced at each position.
#waveenergy #wavepower #renewableenergy #homemade #household 
https://lnkd.in/gesHkUVy",https://www.linkedin.com/feed/update/urn:li:activity:6979910655222984704,09/25/2022,76,,4,0.05263157934,5,1,1,0.1184210554
"Water Shaping Depollution
#watershaping #depollution #waterpollution ",https://www.linkedin.com/feed/update/urn:li:activity:6979699412776210432,09/25/2022,100,12,3,0.02999999933,4,0,1,0.0700000003
"SketchUp design for cloud computer connected water shaping depollution
#sketchup #depollution #watershaping #cloudcomputing 
https://lnkd.in/gwzPe2Y4",https://www.linkedin.com/feed/update/urn:li:activity:6979532737070198784,09/24/2022,42,,5,0.1190476194,6,0,0,0.2142857164
"Using a recycled bottle cap as a propeller for water shaping
#recycle #bottlecap #propeller #watershaping
https://lnkd.in/gdvkqKP8",https://www.linkedin.com/feed/update/urn:li:activity:6979172642775859200,09/23/2022,41,,2,0.04878048599,5,0,0,0.146341458
"Inside a Wave Energy Converter (WEC) for a bathtub.
This wave energy device has an external architecture like a wave power attenuator. Inside a coil and magnet setup utilizes the bath wave movement to generate electricity.
#renewableenergy #wavepower #waveenergy #coilandmagnet #attenuator #bathtub 
https://lnkd.in/d3xgDGNg",https://www.linkedin.com/feed/update/urn:li:activity:6978816612669771777,09/22/2022,58,,1,0.01724137925,5,0,2,0.1206896529
"Wave making at a distance
#remoteaccess #wavemaker #watershaping",https://www.linkedin.com/feed/update/urn:li:activity:6978515148181258240,09/22/2022,48,,3,0.0625,6,0,1,0.1875
"Moving objects through water using water shaping tech 
#waterjet #watershaping #vesselless #objectmovement
https://lnkd.in/dRpcUg9s",https://www.linkedin.com/feed/update/urn:li:activity:6978463319103799296,09/21/2022,50,,4,0.07999999821,3,0,0,0.1199999973
"Surfpools with series of water jets designed with SketchUp
#surfpool #waterjet #watershaping #sketchup
https://lnkd.in/gYnmUQrt",https://www.linkedin.com/feed/update/urn:li:activity:6978086913509376000,09/20/2022,40,,5,0.125,5,0,2,0.275000006
"Collective holosurfing designed with SketchUp. This setup includes connectivity with the cloud.
#sketchup #surfboard #holofan #holopool #holosurf #cloudcomputing 
https://lnkd.in/gDPMfA6K",https://www.linkedin.com/feed/update/urn:li:activity:6977711791992709120,09/19/2022,49,,3,0.0612244904,3,0,1,0.1224489808
"Water shaping equipment in pool connected to cloud, designed using SketchUp
#cloud #connected #pool #designed #sketchup #watershaping
https://lnkd.in/gSvRb5Jy",https://www.linkedin.com/feed/update/urn:li:activity:6977375278863978496,09/18/2022,49,,2,0.04081632569,5,0,1,0.1428571492
"Vesselless Cargo designed in SketchUp with cloud setup
#vesselless #cloud #cargo #sketchup 
https://lnkd.in/gTn4VFbg",https://www.linkedin.com/feed/update/urn:li:activity:6977004930402316288,09/17/2022,49,,2,0.04081632569,4,0,0,0.1020408198
"Wave energy powered house designed using SketchUp
#waveenergy #wavepower #sketchup #renewableenergy  #homemade 
https://lnkd.in/g_ENF8YG",https://www.linkedin.com/feed/update/urn:li:activity:6976653460096114688,09/16/2022,80,,4,0.05000000075,5,0,0,0.08749999851
"Shaping water at home, in the kitchen sink and laundry tub
#watershaping #kitchensink #laundrytub
https://lnkd.in/gBaJDKME",https://www.linkedin.com/feed/update/urn:li:activity:6976287360506347520,09/15/2022,58,,6,0.1034482792,5,0,0,0.1724137962
#fluid #infrastructure #renewableenergy #logistics #hydro #wavepower #waveenergy #vesselless #cargo,https://www.linkedin.com/feed/update/urn:li:activity:6976032647189852160,09/15/2022,191,27,9,0.0471204184,4,0,1,0.06806282699
"Propellers moving coastal Vesselless Cargo
#sketchup #coastal #vesselless #cargo #propeller 
https://lnkd.in/dC8rG_7F",https://www.linkedin.com/feed/update/urn:li:activity:6975929321710366720,09/14/2022,43,,3,0.06976744533,4,0,0,0.1395348907
"Water shaping equipment in pool designed using SketchUp
#watershaping #sketchup #pool 
https://lnkd.in/dtzMiRyE",https://www.linkedin.com/feed/update/urn:li:activity:6975553027579498496,09/13/2022,50,,4,0.07999999821,3,0,0,0.1199999973
Remote access water shaping #watershaping #remoteaccess #fishtank,https://www.linkedin.com/feed/update/urn:li:activity:6975338439785291776,09/13/2022,42,,1,0.02380952425,5,0,0,0.1190476194
"Vesselless Cargo moving between islands
#vesselless #cargo #islands #propeller 
https://lnkd.in/gCJydnnE",https://www.linkedin.com/feed/update/urn:li:activity:6975195413997916160,09/12/2022,35,,0,0,3,0,0,0.05714285746
"Wave power attenuator in bathtub with multimeter 
#wavepower #waveenergy #bathtub #renewableenergy #diy #homemade #attenuator #multimeter 
https://lnkd.in/g5xE6kKn",https://www.linkedin.com/feed/update/urn:li:activity:6974821380647268352,09/11/2022,58,,3,0.0517241396,3,0,0,0.08620689809
"Converting waves in bath to electricity using attenuator. The amount of electricity generated is shown by multimeter on the side.
#renewableenergy #wavepower #waveenergy #attenuator #multimeter #bathtub 
https://lnkd.in/g3YsapnV",https://www.linkedin.com/feed/update/urn:li:activity:6974446746982649856,09/10/2022,73,,6,0.08219178021,4,0,1,0.1369863003
"Bathtub attenuator converting waves to electricity
#bathtub #attenuator #wavepower #waveenergy #renewableenergy 
https://lnkd.in/gnCat5nq",https://www.linkedin.com/feed/update/urn:li:activity:6974116336398467072,09/09/2022,46,,3,0.06521739066,4,0,0,0.1304347813
"Wave energy attenuator producing electricity in bathtub. The multimeter to the side shows the electricity generated.
#wavepower #waveenergy #renewableenergy #attenuator #multimeter #bathtub 
https://lnkd.in/gsrBY6nA",https://www.linkedin.com/feed/update/urn:li:activity:6973754882537246720,09/08/2022,43,,2,0.04651162773,3,0,1,0.1162790731
"Recycled bottle cap used as water shaping propeller
#recycle #bottlecap #propeller #watershaping
https://lnkd.in/gheVqTiY",https://www.linkedin.com/feed/update/urn:li:activity:6973403236925935616,09/07/2022,27,,0,0,4,0,0,0.1111111119
"Oscillating Water Column (OWC) in a fish tank. Converting waves into electricity.
#renewableenergy #wavepower #waveenergy #oscillating #fishtank 
https://lnkd.in/gcu2i3Ua",https://www.linkedin.com/feed/update/urn:li:activity:6973025047854690304,09/06/2022,53,,3,0.05660377443,3,0,1,0.1132075489
"Basin wave power
Oscillating Water Column (OWC) in a basin for household wave energy solutions.
#basin #oscillating #waveenergy #wavepower #renewableenergy 
https://lnkd.in/grCNyQWj",https://www.linkedin.com/feed/update/urn:li:activity:6972633105669001216,09/05/2022,49,,1,0.02040816285,3,0,1,0.08163265139
"Bathtub wave energy
#bathtub #wavepower #waveenergy #renewableenergy 
https://lnkd.in/gJjKC8n4",https://www.linkedin.com/feed/update/urn:li:activity:6972399076550082560,09/05/2022,183,,12,0.06557376683,9,0,0,0.103825137
"Electricity generated from toilet flush in cistern
#renewableenergy #toilet #cistern #waveenergy #wavepower
https://lnkd.in/gGHbJXND",https://www.linkedin.com/feed/update/urn:li:activity:6972297117096693760,09/04/2022,105,,8,0.0761904791,5,0,1,0.1142857149
"Generating electricity in a bathtub with an Oscillating Water Column (OWC)
#oscillating #wavepower #waveenergy #bathtub #renewableenergy 
https://lnkd.in/gMTZ_TXE",https://www.linkedin.com/feed/update/urn:li:activity:6971931221920534528,09/03/2022,69,,2,0.02898550779,5,0,1,0.08695652336
"Laundry tub adaptation of a Wave Energy Converter (WEC)
#laundry #wavepower #waveenergy #homemade #renewableenergy 
https://lnkd.in/dUmPgrRN",https://www.linkedin.com/feed/update/urn:li:activity:6971560512379609088,09/02/2022,88,,6,0.06818182021,6,0,1,0.1363636404
"Generating electricity in bathtub with wave power attenuator
#renewableenergy #wavepower #waveenergy #attenuator #bathtub 
https://lnkd.in/gxWMiKjE",https://www.linkedin.com/feed/update/urn:li:activity:6971331064908722176,09/02/2022,66,,2,0.03030303121,6,0,0,0.09090909362
"Water shaping with bottle cap spinning 
#motor #watershaping #fishtank #bottlecap #recycled 
https://lnkd.in/gWMcenYF",https://www.linkedin.com/feed/update/urn:li:activity:6971202733966049280,09/01/2022,23,,0,0,5,0,1,0.2173912972
"Using water shaping to move & direct objects in water
#watershaping #depollution #vesselless #cargo 
https://lnkd.in/gez_vbu2",https://www.linkedin.com/feed/update/urn:li:activity:6970844284325421057,08/31/2022,24,,1,0.04166666791,3,0,1,0.1666666716
"Choose from a variety of household Wave Energy Converter designs in Hydrizon's home made wave power series.
#homemade #wavepower #waveenergy #household #renewableenergy 
https://lnkd.in/gW-bAAU3",https://www.linkedin.com/feed/update/urn:li:activity:6970621457152307201,08/31/2022,51,,2,0.03921568766,5,0,1,0.1372549087
"Servo motor & Arduino Uno preparation for fish tank water shaping
#servomotor #arduinouno #fishtank #watershaping
https://lnkd.in/gYEYQ7Uz",https://www.linkedin.com/feed/update/urn:li:activity:6970475710142451712,08/30/2022,25,,2,0.07999999821,4,0,0,0.200000003
"Preparing for remote water shaping. TeamViewer on laptop, Arduino microcontrollers with servo motors on top of fish tank.
#servomotor #fishtank #arduino #teamviewer #remoteaccess #watershaping
https://lnkd.in/g5VWxNhf",https://www.linkedin.com/feed/update/urn:li:activity:6970107607525048320,08/29/2022,42,,5,0.1190476194,4,0,0,0.190476194
"SketchUp design for household wave power.
Oscillating Water Column in bathroom basin.
#sketchup #household #wavepower #waveenergy #bathroom #basin #oscillating
https://lnkd.in/gXR6KE5t",https://www.linkedin.com/feed/update/urn:li:activity:6969746432727691264,08/28/2022,54,,3,0.05555555597,4,0,0,0.1111111119
"Inverted pendulum and attenuators used to power Vesselless Cargo by wave energy in this SketchUp design.
#invertedpendulum #attenuator #vesselless #cargo #waveenergy #wavepower #sketchup 
https://lnkd.in/gA4TzArQ",https://www.linkedin.com/feed/update/urn:li:activity:6969375468919676928,08/27/2022,47,,0,0,5,0,0,0.08510638028
"Preparing remote water shaping with Arduino microcontroller, servo motor, TeamViewer and fish tank.
#remoteaccess #teamviewer #arduino #servomotor #fishtank #watershaping
https://lnkd.in/gJYU2i_C",https://www.linkedin.com/feed/update/urn:li:activity:6969028373150932992,08/26/2022,29,,1,0.03448275849,5,0,0,0.1724137962
"Comparison of ocean waves designed in Blender
#blender #blender3d #oceanwaves
https://lnkd.in/gUiKPieV",https://www.linkedin.com/feed/update/urn:li:activity:6968726676264411137,08/26/2022,21,,1,0.04761904851,4,0,0,0.190476194
"Blender design of water shaping equipment for Vesselless Cargo
#blender3d #blender
#cargo #watershaping #vesselless
https://lnkd.in/guCUJZXW",https://www.linkedin.com/feed/update/urn:li:activity:6968671567954292736,08/25/2022,23,,2,0.08695652336,4,0,1,0.2608695626
"Preparing for water shaping. Arduino microcontrollers and servo motors seen through fish tank.
#arduino #fishtank #servomotor",https://www.linkedin.com/feed/update/urn:li:activity:6968376759616503808,08/25/2022,50,32,3,0.05999999866,5,0,1,0.1599999964
"Vesselless Cargo design between docks
#vesselless #cargo #docks #propeller 
https://lnkd.in/giNrq3cw",https://www.linkedin.com/feed/update/urn:li:activity:6968320850257223681,08/24/2022,18,,0,0,4,0,0,0.1666666716
"Wave energy attenuator in a kitchen sink designed using SketchUp
#waveenergy #wavepower #kitchensink #sketchup #attenuator
https://lnkd.in/gJw_662K",https://www.linkedin.com/feed/update/urn:li:activity:6967930064608919553,08/23/2022,57,,9,0.1578947306,5,0,0,0.2280701697
"Vesselless Cargo moving from one port to another in SketchUp.
#vesselless #cargo #sketchup #port2port
https://lnkd.in/gMrK8wHx",https://www.linkedin.com/feed/update/urn:li:activity:6967598332764467200,08/22/2022,51,,6,0.1176470593,4,0,1,0.1960784346
"SketchUp island hub for Vesselless Cargo
#sketchup #vesselless #cargo #island 
https://lnkd.in/gwQTmDez",https://www.linkedin.com/feed/update/urn:li:activity:6967225611299811328,08/21/2022,51,,5,0.09803921729,5,0,0,0.1764705926
"Servo motor and Arduino microcontroller being prepared for remote access control for water shaping in fish tank.
#microcontroller #arduino #fishtank 
https://lnkd.in/gBzqHSSP",https://www.linkedin.com/feed/update/urn:li:activity:6966975302929457153,08/21/2022,34,,3,0.08823529631,3,0,0,0.1470588297
"Preparation for remote access water shaping.
TeamViewer on PC, two Arduino microcontrollers, servo motors and fish tank.
#teamviewer #arduino #servomotor #fishtank #remoteaccess #watershaping
https://lnkd.in/g99GT2H6",https://www.linkedin.com/feed/update/urn:li:activity:6966862795405504512,08/20/2022,48,,7,0.1458333284,5,0,1,0.25
"Remote access ready fish tank for water shaping. Arduino microcontrollers with motors. 360 degree tour.
#fishtank #360degree #arduino #motors #microcontroller 
https://lnkd.in/gGPK3pi9",https://www.linkedin.com/feed/update/urn:li:activity:6966684115655950336,08/20/2022,49,,7,0.1428571492,5,0,0,0.2244897932
"Homemade wave energy from an Oscillating Water Column in a laundry tub
#laundrytub #oscillating #wavepower #waveenergy #sketchup 
https://lnkd.in/guFepdvQ",https://www.linkedin.com/feed/update/urn:li:activity:6966115187959488512,08/18/2022,64,,3,0.046875,7,0,0,0.140625
"Laundry tub attenuator to generate wave power at home, designed in SketchUp
#laundrytub #attenuator #sketchup #wavepower #waveenergy 
https://lnkd.in/gSWKbuBd",https://www.linkedin.com/feed/update/urn:li:activity:6965763914793988096,08/17/2022,54,,3,0.05555555597,5,0,0,0.1296296269
"Reducing electricity bills with homemade wave energy
#electricitybill  #renewableenergy #wavepower #waveenergy #homemade",https://www.linkedin.com/feed/update/urn:li:activity:6965544179506581504,08/17/2022,99,28,6,0.06060606241,5,0,3,0.1313131303
"Propellers on side of swimming pool making waves 
#propeller #swimmingpool #watershaping #wavemaker 
https://lnkd.in/g3DfkBeR",https://www.linkedin.com/feed/update/urn:li:activity:6965380541336498176,08/16/2022,66,,6,0.09090909362,4,0,0,0.1363636404
"SketchUp bathtub with attenuator for household wave energy
#sketchup #bathtub #attenuator #waveenergy #wavepower
https://lnkd.in/gdegNtFZ",https://www.linkedin.com/feed/update/urn:li:activity:6965045213710991360,08/15/2022,74,,3,0.04054053873,4,0,0,0.08108107746
"Using water shaping equipment in swimming pool to make waves
#swimmingpool #watershaping #wavemaker 
https://lnkd.in/gFP4RR79",https://www.linkedin.com/feed/update/urn:li:activity:6964681752866959360,08/14/2022,65,,5,0.07692307979,3,0,0,0.1076923087
"Use disruptive water tech with hydrizon.com
#disruptivetechnologies #watertech #hydrizon",https://www.linkedin.com/feed/update/urn:li:activity:6964326276132167680,08/13/2022,78,,7,0.08974359185,5,0,0,0.1410256475
"Wave energy rig designed in SketchUp.
Oscillating Water Columns (OWCs), overtopping devices, point absorbers and sensors on a combined platform.
#wavepower #waveenergy #sketchup #rig #pointabsorber
https://lnkd.in/gRFBbtHD",https://www.linkedin.com/feed/update/urn:li:activity:6963600506199953408,08/11/2022,68,,2,0.02941176482,3,0,0,0.05882352963
"SketchUp design for wave power attenuator. Examining capture of wave energy in buildings.
#sketchup #attenuator #wavepower #waveenergy 
https://lnkd.in/ggpH-Uqt",https://www.linkedin.com/feed/update/urn:li:activity:6963230402798907392,08/10/2022,51,,1,0.01960784383,5,0,0,0.07843137532
"SketchUp design for point absorber in basin
#basin #pointabsorber #sketchup #waveenergy #wavepower
https://lnkd.in/gCUt6aFG",https://www.linkedin.com/feed/update/urn:li:activity:6962870674839277568,08/09/2022,35,,1,0.02857142873,3,0,0,0.08571428806
"Propellers & water jets used to move water with cargo in it for Vesselless Cargo.
#propeller #waterjet #vesselless #cargo 
https://lnkd.in/gQcn6Xuy",https://www.linkedin.com/feed/update/urn:li:activity:6962511239382020096,08/08/2022,61,,3,0.04918032885,5,0,1,0.1311475337
"Blender design for cargo moving in water
#blender #cargo #vesselless
https://lnkd.in/g4FYfcTx",https://www.linkedin.com/feed/update/urn:li:activity:6962121620425510912,08/07/2022,77,,9,0.116883114,4,3,1,0.19480519
"Water shaping equipment moving items in water for collection by drones
#watershaping #drones #blender 
https://lnkd.in/gv93PQbM",https://www.linkedin.com/feed/update/urn:li:activity:6961078327193341952,08/04/2022,60,,3,0.05000000075,3,0,0,0.08333333582
"Vesselless Cargo at the docks
This SketchUp design shows water shaping equipment moving cargo at a port.
#vesselless #cargo #sketchup #port #docks 
https://lnkd.in/dXpfbRaB",https://www.linkedin.com/feed/update/urn:li:activity:6960694588965556224,08/03/2022,71,,6,0.08450704068,4,0,0,0.1267605573
"Series of whirlpool coil & magnet energy designs made using SketchUp
#coilandmagnet #whirlpool #sketchup 
https://lnkd.in/gj9C8E3F",https://www.linkedin.com/feed/update/urn:li:activity:6960331869397684224,08/02/2022,55,,3,0.05454545468,3,0,0,0.09090909362
"Vesselless Cargo docks designed in Blender
#vesselless #cargo #docks #wharf #blender #blender3d 
https://lnkd.in/gF_wK-GM",https://www.linkedin.com/feed/update/urn:li:activity:6959965813659353089,08/01/2022,96,,8,0.08333333582,5,0,1,0.1354166716
"Removing water pollution with wave powered water shaping
#depollution #waterpollution #renewableenergy #wavepower #waveenergy #sketchup #watershaping
https://lnkd.in/gAKYBGjx",https://www.linkedin.com/feed/update/urn:li:activity:6959616571157745664,07/31/2022,84,,4,0.04761904851,5,0,2,0.1190476194
"Vesselless Cargo design made using Blender showing water shaping equipment
#vesselless #cargo #blender #watershaping
https://lnkd.in/gK3Pk2Qj",https://www.linkedin.com/feed/update/urn:li:activity:6958538238454099968,07/28/2022,56,,3,0.0535714291,4,0,1,0.125
"How to remove water pollution using water shaping technologies
#sketchup #waterpollution #depollution #watershaping
https://lnkd.in/gGMcepF7",https://www.linkedin.com/feed/update/urn:li:activity:6958185102187118592,07/27/2022,39,,1,0.02564102598,4,0,1,0.1282051355
"Depolluting water via water shaping
SketchUp design to direct water shaping equipment to remove pollution from water.
#sketchup #depollution #waterpollution #watershaping
https://lnkd.in/drgYYz-e",https://www.linkedin.com/feed/update/urn:li:activity:6957813612048470016,07/26/2022,60,,4,0.06666667014,6,0,2,0.1833333373
"Comparing Vesselless Cargo in water and on tracking app
#vesselless #cargo #water #trackingsystem #sketchup 
https://lnkd.in/g-UEefst",https://www.linkedin.com/feed/update/urn:li:activity:6957461900162985984,07/25/2022,84,,6,0.07142857462,5,0,0,0.1190476194
"Blender design of Vesselless Cargo in motion
#blender #blender3d #vesselless #cargo 
https://lnkd.in/giFWMKMh",https://www.linkedin.com/feed/update/urn:li:activity:6957083243036766208,07/24/2022,99,,10,0.1010100991,4,0,1,0.1414141357
"Wave Energy Converters (WECs) powering Vesselless Cargo. 
Three types of WECs: attenuators, point absorbers and Oscillating Water Columns (OWCs).
The water shaping tech draws power from the WECs in this design made using SketchUp.
Vesselless Cargo moves cargo in water without ships and boats, instead using water shaping tech.
#vesselless #cargo #wavepower #waveenergy #renewableenergy",https://www.linkedin.com/feed/update/urn:li:activity:6956342150250868736,07/22/2022,177,48,6,0.03389830515,6,0,0,0.05649717525
"Water jets & propellers being used for Vesselless Cargo
#waterjet #propeller #watershaping #vesselless #cargo 
https://lnkd.in/gU2MdNqS",https://www.linkedin.com/feed/update/urn:li:activity:6955981748094603264,07/21/2022,79,,5,0.0632911399,5,0,0,0.1139240488
"Liquid coil & magnet made using SketchUp
#coilandmagnet #liquidcoil #sketchup 
https://lnkd.in/gzJ_6TUj",https://www.linkedin.com/feed/update/urn:li:activity:6955628523357171712,07/20/2022,57,,3,0.05263157934,5,0,0,0.1228070185
"SketchUp design of water shaping tech removing water pollution
#sketchup #watershaping #waterpollution #depollution 
https://lnkd.in/dxPwSxKH",https://www.linkedin.com/feed/update/urn:li:activity:6955236062944210944,07/19/2022,96,,6,0.0625,6,0,1,0.125
"SketchUp design of propellers for water shaping
#propeller #watershaping #sketchup 
https://lnkd.in/gnU7TQ3P",https://www.linkedin.com/feed/update/urn:li:activity:6954890017802518528,07/18/2022,75,,6,0.07999999821,5,0,1,0.1466666609
"SketchUp design of water shaping tech for depolluting water
#sketchup #depollution #watershaping
https://lnkd.in/gUYWWz3n",https://www.linkedin.com/feed/update/urn:li:activity:6954531004267073536,07/17/2022,81,,7,0.08641975373,5,0,0,0.1358024627
"Vesselless Cargo
#vesselless #cargo",https://www.linkedin.com/feed/update/urn:li:activity:6954003506622054402,07/16/2022,96,,6,0.0625,7,0,0,0.125
"SketchUp design of port2port Vesselless Cargo
#sketchup #port2port #porttoport #vesselless #cargo 
https://lnkd.in/gwDR9nnh",https://www.linkedin.com/feed/update/urn:li:activity:6953475538086764544,07/14/2022,54,,4,0.07407407463,5,0,0,0.1481481493
"Intersection for Vesselless Cargo designed in SketchUp
#sketchup #intersection #vesselless #cargo 
https://lnkd.in/g7UMhbJq",https://www.linkedin.com/feed/update/urn:li:activity:6953113058965696513,07/13/2022,68,,6,0.08823529631,5,0,1,0.1617647111
"Whirlpool coil & magnet designed with FreeCAD
#whirlpool #coilandmagnet #FreeCAD
https://lnkd.in/gNm_EMWB",https://www.linkedin.com/feed/update/urn:li:activity:6952789106603044864,07/13/2022,52,,3,0.05769230798,4,0,0,0.115384616
"River to shore Vesselless Cargo
#vesselless #cargo #sketchup 
https://lnkd.in/ghR2aemj",https://www.linkedin.com/feed/update/urn:li:activity:6952436510101057536,07/12/2022,63,,5,0.07936508209,7,0,2,0.206349209
"Satellite tracking of Vesselless Cargo
#sketchup #vesselless #cargo #satellite 
https://lnkd.in/djjAP4Jh",https://www.linkedin.com/feed/update/urn:li:activity:6952008469159759872,07/10/2022,77,,11,0.1428571492,5,0,0,0.19480519
"Using Vesselless Cargo to bypass supply chain bottlenecks
#vesselless #cargo #supplychain #bottlenecks #sketchup 
https://lnkd.in/d-CGnU4A",https://www.linkedin.com/feed/update/urn:li:activity:6950926206884007936,07/07/2022,100,,11,0.1099999994,5,0,4,0.1899999976
